municipio_ibge;municipio_nome;cnpj_basico;razao_social;cnpj;identificador_matriz_filial;situacao_cadastral;situacao_cadastral_descricao;data_inicio_atividade;cnae_fiscal_principal;cnae_subclasse;cnaes_secundarios;divisao_cnae;divisao_descricao;uf;municipio_codigo_rfb_estabelecimento;qtd_estabelecimentos_municipio;porte_empresa;porte_cadastral_descricao;opcao_mei;data_opcao_mei;data_exclusao_mei;mei_simples_vigente;mei_ativo;mei_inativo_cnpj;tipo_empresa;macro_setor
3507506;Botucatu;01112295;DIVULGA SOM SERVICOS DE PUBLICIDADE S/C LTDA;01112295000150;1;08;Baixada;1996-03-08;7311400;7311400;;73;PUBLICIDADE E PESQUISA DE MERCADO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01113656;ALEXANDRE LUIZ SOARES;01113656000183;1;04;Inapta;1996-03-15;4763603;4763603;9529104;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01113921;MARCELO QUEIROZ KAIDA;01113921000123;1;08;Baixada;1996-03-15;4755501;4755501;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01113947;JOSE VALDETE SANTOS;01113947000171;1;02;Ativa;1996-03-15;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01115642;PAULO PIRULA;01115642000107;1;08;Baixada;1996-03-18;4744001;4744001;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01117671;L C BUTIGNOLI BOTUCATU;01117671000108;1;04;Inapta;1995-11-04;4623109;4623109;;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01118266;BENEDITO SEBASTIAO DE SOUZA BOTUCATU;01118266000104;1;04;Inapta;1996-03-19;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01119761;C & T CONSULTORIA E TREINAMENTO S/C LTDA;01119761000120;1;04;Inapta;1996-03-07;8299799;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01119768;DAVANCO POPIOLEK LTDA.;01119768000141;1;04;Inapta;1996-03-19;2542000;2542000;;25;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Indústria
3507506;Botucatu;01119880;C & T CONSULTORIA E TREINAMENTO S/C LTDA;01119880000182;1;08;Baixada;1996-03-07;7490101;7490101;;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01120631;LUIZ LANGELI FILHO;01120631000107;1;08;Baixada;1996-03-19;4520001;4520001;4520002,4520003,4520004;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01120648;ROSEMEIRE DA SILVA CARDOSO RIBEIRO;01120648000164;1;08;Baixada;1996-03-19;4721102;4721102;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01120652;ANDREIA BALESTEROS DA SILVA;01120652000122;1;08;Baixada;1996-03-19;4755501;4755501;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01122650;MARCIA PENTEADO REALIZACOES DE EVENTOS S/C LTDA;01122650000172;1;02;Ativa;1996-03-18;9001999;9001999;;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01125077;MINISHOP PAULELA LTDA;01125077000150;1;04;Inapta;1996-03-20;4713002;4713002;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01127678;ASSOCIACAO BOTUCATUENSE DE JUDO;01127678000100;1;02;Ativa;1996-04-03;8591100;8591100;;85;EDUCAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01127797;NATALINO DE JESUS BOCALAO;01127797000155;1;08;Baixada;1996-03-22;5611201;5611201;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01128497;JOSE A DE MIRANDA BOTUCATU;01128497000190;1;08;Baixada;1996-03-22;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01128977;WILSON AUGUSTO BOTUCATU;01128977000151;1;04;Inapta;1996-03-25;8299799;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01129180;ALEXANDRE GUILHERME GRANADO;01129180000179;1;02;Ativa;1996-03-25;4637107;4637107;4729699;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01129546;ARTPHARMA FARMACIA DE MANIPULACAO ALOPATICA BOTUCATU LTDA;01129546000100;1;04;Inapta;1996-03-25;4771702;4771702;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01130276;NEUSA VERA RODRIGUES SEABRA SCHLITTLER;01130276000157;1;08;Baixada;1996-03-25;4781400;4781400;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01130671;FRANCA & DE PAULA LTDA;01130671000130;1;04;Inapta;1996-03-25;4618499;4618499;4618401,4618402,4618403;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01131043;BECCARI & OLIVEIRA TRANSPORTES LTDA;01131043000179;1;02;Ativa;1996-03-26;4930202;4930202;4930201;49;TRANSPORTE TERRESTRE;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01131998;ENOS GOMES DA SILVA;01131998000126;1;08;Baixada;1996-03-26;4721104;4721104;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01132061;NADIR MARIA DESTEFANI;01132061000175;1;02;Ativa;1996-03-26;5510803;5510803;4729699,4789099,5611201;55;ALOJAMENTO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01132840;MARCIO ANTONIO DA SILVA BOTUCATU;01132840000170;1;08;Baixada;1996-03-27;4763603;4763603;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01133992;JOSE EDUARDO ZANOTTO PEDROSO;01133992000198;1;02;Ativa;1996-03-27;4741500;4741500;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01136599;COMERCIAL HORTIFRUTIGRANGEIRO BOTUCATU LTDA;01136599000158;1;08;Baixada;1996-03-28;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01136672;JEFFERSON EVANDRO BRASIL GARCIA;01136672000191;1;04;Inapta;1996-03-29;4789099;4789099;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01137391;A. S. AVIONICS SERVICES S.A.;01137391000315;2;02;Ativa;2015-07-21;3042300;3042300;3312102,3316301,4614100,4669999,6463800,7112000;30;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Indústria
3507506;Botucatu;01137543;EDSON SANTINI BOTUCATU;01137543000118;1;08;Baixada;1996-03-29;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01138209;ANGEL TOUR PROMOCOES E TURISMO LTDA;01138209000189;1;08;Baixada;1996-03-29;7911200;7911200;7912100,7990200;79;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01141691;MARIA APARECIDA NICARETTA;01141691000106;1;08;Baixada;1996-04-02;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01141731;ROGERIO RUBIO BOTUCATU;01141731000110;1;08;Baixada;1996-04-03;4753900;4753900;4759899;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01143063;CARMEN CRISTINA CUBA BOTUCATU;01143063000160;1;02;Ativa;1996-04-03;4721104;4721104;4789099;47;COMÉRCIO VAREJISTA;SP;6249;2;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01144066;BS INFO S/C LTDA;01144066000118;1;08;Baixada;1996-03-20;6203100;6203100;6202300;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01144068;ASSOCIACAO DOS LIDERES CRISTAOS;01144068000107;1;08;Baixada;1995-09-13;9430800;9430800;9493600,9499500;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01144130;COSTA & WOLF LTDA;01144130000160;1;04;Inapta;1996-04-01;4782201;4782201;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01146086;GONCALVES & JOVENCIO COMERCIO DE AGUA E GELO LTDA;01146086000128;1;04;Inapta;1996-04-08;4723700;4723700;4729699;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01146719;SERGIO DOS SANTOS INFORMATICA;01146719000106;1;04;Inapta;1996-04-09;4751201;4751201;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01148271;EVARISTO PISCA DA SILVA & FILHOS LTDA;01148271000151;1;04;Inapta;1996-04-10;7722500;7722500;;77;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01150034;MARIA APARECIDA VASQUES MARINO;01150034000125;1;08;Baixada;1996-03-22;4723700;4723700;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01150245;MARCIANO CENTRO AUTOMOTIVO LTDA;01150245000168;1;02;Ativa;1996-04-11;4530703;4530703;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01150540;LEONICE BEATRIZ BRAUN BOTUCATU;01150540000114;1;08;Baixada;1996-04-02;4744002;4744002;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01152824;TEIXEIRA & MIRANDA LTDA;01152824000140;1;08;Baixada;1996-04-12;4789099;4789099;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01154107;SERGIO AUGUSTO MARTINS;01154107000157;1;08;Baixada;1996-04-15;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01154969;REINALDO APARECIDO DE OLIVEIRA BOTUCATU;01154969000180;1;04;Inapta;1996-04-15;5611204;5611204;;56;ALIMENTAÇÃO;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01155093;YELLOW GAMES VIDEO LOCADORA LTDA;01155093000196;1;08;Baixada;1996-04-16;4753900;4753900;4759899;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01157555;TENDA ATACADO SA;01157555003553;2;02;Ativa;2014-03-18;4693100;4693100;4637199,4639701,4651601,4673700,4691500,4711301,4721103,4722901,5611203,5620103;46;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01160265;EME4 INDUSTRIA DE PLASTICOS LTDA.;01160265000110;1;02;Ativa;1996-03-18;8211300;8211300;;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;2;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01160702;MARIA AUGUSTA ALVES MARCHI;01160702000103;1;08;Baixada;1996-04-18;4781400;4781400;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01165945;LAZARA DA SILVA COSTA;01165945000126;1;02;Ativa;1996-04-23;4755502;4755502;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01166284;JOTAC IMOVEIS, SERVICOS E CORRETAGEM LTDA;01166284000153;1;02;Ativa;1996-04-23;4110700;4110700;6810201,6821801,8211300,8291100;41;CONSTRUÇÃO DE EDIFÍCIOS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Indústria
3507506;Botucatu;01166443;AT COMERCIO DE FRUTAS LTDA;01166443000110;1;02;Ativa;1996-04-23;4712100;4712100;4633801,4639701,4724500,4930202;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01166444;JOSE DE OLIVEIRA CARDOSO BOTUCATU;01166444000164;1;08;Baixada;1996-04-23;5611201;5611201;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01166585;BOTUNET TELEINFORMATICA E SERVICOS LTDA;01166585000187;1;04;Inapta;1996-03-05;4752100;4752100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01172224;EMPRESA CINEMATOGRAFICA ARAUJO LTDA;01172224000143;1;02;Ativa;1996-04-25;8211300;8211300;4721104,5914600,7311400;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01172651;ARTVISUAL COMERCIO E CURSOS LTDA;01172651000121;1;02;Ativa;1996-04-25;4789099;4789099;8299799,8599604;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01174048;MGS CONVENIENCIA LTDA;01174048000189;1;08;Baixada;1996-04-26;4729602;4729602;4729699,5611203;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01174087;ANA LUCIA PEDRO MESSIAS;01174087000186;1;04;Inapta;1996-04-26;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01174206;HONORATO & HONORATO FILHO MERCEARIA LTDA;01174206000109;1;08;Baixada;1996-04-24;4712100;4712100;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01175128;PAULO S. B. BASSOLI & CIA LTDA;01175128000159;1;02;Ativa;1996-04-26;4772500;4772500;4530703;47;COMÉRCIO VAREJISTA;SP;6249;2;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01176837;SABRICO BOTUCATU LTDA;01176837000159;1;08;Baixada;1996-04-29;4511101;4511101;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01177590;LUCIANO AIRES VICENTINI;01177590000195;1;08;Baixada;1996-04-29;4789005;4789005;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01178082;JOEL FIUZA DE ANDRADE;01178082000121;1;08;Baixada;1996-04-30;4722901;4722901;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01178855;CLINICA ODONTOLOGICA PRO SORRISO S/C LTDA;01178855000170;1;08;Baixada;1996-04-17;8650001;8650001;;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Saúde
3507506;Botucatu;01183057;MIGUEL MARTINS DE ALMEIDA;01183057000136;1;08;Baixada;1996-05-02;5611201;5611201;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01184057;FAINA & CIA LTDA;01184057000150;1;02;Ativa;1996-05-03;4783101;4783101;4783102;47;COMÉRCIO VAREJISTA;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Comércio
3507506;Botucatu;01184920;MARCOS ROBERTO BERGAMO;01184920000170;1;04;Inapta;1996-05-03;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01185011;IRMAOS FONSECA COMERCIO DE PECAS E SERVICOS LTDA;01185011000156;1;08;Baixada;1996-05-06;4530701;4530701;;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01187067;MARCENARIA LARA CRUZ LTDA;01187067000140;1;04;Inapta;1996-04-30;3101200;3101200;;31;FABRICAÇÃO DE MÓVEIS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Indústria
3507506;Botucatu;01188258;INOVARHE TRABALHO TEMPORARIO LTDA;01188258000398;2;04;Inapta;2006-09-11;7820500;7820500;;78;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01188478;J S BATISTA TRANSPORTES LTDA;01188478000150;1;04;Inapta;1996-05-08;4930201;4930201;;49;TRANSPORTE TERRESTRE;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01188785;M T M METALURGICA INDUSTRIA E COMERCIO LTDA;01188785000130;1;02;Ativa;1996-05-09;2949299;2949299;;29;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Indústria
3507506;Botucatu;01189754;REGIONAL SERRANA CORRETORA DE SEGUROS LTDA;01189754000102;1;04;Inapta;1996-04-22;6622300;6622300;;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01190929;BY BILA B. ROUPAS LTDA;01190929000193;1;02;Ativa;1996-05-09;1412601;1412601;4781400;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Indústria
3507506;Botucatu;01190934;TERRAPLENAGEM M.M.BOTUCATU LTDA;01190934000104;1;08;Baixada;1996-05-09;7490101;7490101;;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01191190;MBF CONSULTORIA E SERVICOS S/C LTDA;01191190000134;1;08;Baixada;1996-05-10;7490101;7490101;;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01192047;FERNANDA APARECIDA NIBI;01192047000167;1;08;Baixada;1996-05-10;4744001;4744001;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01192075;CLEUNICE SILVEIRA CASSINELLI;01192075000184;1;08;Baixada;1996-05-10;4723700;4723700;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01192255;H J C ENGENHARIA PLANEJAMENTO E CONSTRUCOES LTDA;01192255000166;1;08;Baixada;1996-03-29;4120400;4120400;4299501;41;CONSTRUÇÃO DE EDIFÍCIOS;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Indústria
3507506;Botucatu;01192759;ROGERIO CASSALI BATISTA;01192759000186;1;08;Baixada;1996-05-10;5612100;5612100;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01194203;PONTAL ADMINISTRACAO E NEGOCIOS LTDA;01194203000390;2;08;Baixada;2011-08-15;8291100;8291100;;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Serviços
3507506;Botucatu;01202592;RICARDO HENRIQUE DA ROCHA BOTUCATU;01202592000197;1;08;Baixada;1996-05-15;4774100;4774100;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01209013;COMERCIAL OP DISTRIBUIDORA DE ALIMENTOS LTDA;01209013000138;1;08;Baixada;1996-05-17;4729699;4729699;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01210000;MARCELO ZANOTTO DE PASCHOAL BOTUCATU;01210000000189;1;08;Baixada;1996-05-17;4753900;4753900;4759899;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01210058;N.C. PANIFICACAO LTDA;01210058000122;1;04;Inapta;1996-05-16;4721102;4721102;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01210345;LISANGELA DE FATIMA RAULIROLDAO;01210345000132;1;08;Baixada;1996-05-17;5611203;5611203;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01214150;WZ - CONSULTORIA LTDA;01214150000160;1;08;Baixada;1996-04-19;8299799;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;82;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Serviços
3507506;Botucatu;01214566;ITO & BALESTRIM LTDA;01214566000189;1;08;Baixada;1996-05-20;4721102;4721102;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01216216;TOLEDO PIZA ENGENHARIA E CONSTRUCAO LTDA;01216216000151;1;02;Ativa;1996-05-21;4120400;4120400;7112000,4299599;41;CONSTRUÇÃO DE EDIFÍCIOS;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Indústria
3507506;Botucatu;01216220;AMANCIO CRUZ & LAZZARINI LTDA;01216220000110;1;08;Baixada;1996-05-21;3101200;3101200;3102100,1622699,9529105,4754701,4713002;31;FABRICAÇÃO DE MÓVEIS;SP;6249;1;03;EPP;N;;;0;0;0;EPP;Indústria
3507506;Botucatu;01221545;CASA DE CARNES E ROTSSERIE PARAISO LTDA;01221545000190;1;08;Baixada;1996-04-02;4722901;4722901;;47;COMÉRCIO VAREJISTA;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Comércio
3507506;Botucatu;01222455;LUIZ APARECIDO DE ALMEIDA BOTUCATU;01222455000114;1;02;Ativa;1996-05-24;4930201;4930201;;49;TRANSPORTE TERRESTRE;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
3507506;Botucatu;01225334;GERSON DE OLIVEIRA BARROS BOTUCATU;01225334000126;1;04;Inapta;1996-05-24;4751201;4751201;;47;COMÉRCIO VAREJISTA;SP;6249;1;01;ME (Microempresa);N;;;0;0;0;ME (Microempresa);Comércio
3507506;Botucatu;01225402;NORIVAL MONTEIRO;01225402000157;1;04;Inapta;1996-05-24;5611204;5611204;;56;ALIMENTAÇÃO;SP;6249;1;05;Demais portes;N;;;0;0;0;Demais portes;Serviços
